Year,Unit,Treatment,Block,TreatmentUnit,TreatmentType,TreatmentUnitType,Plot,Subplot,CWD_piece,Sp,Decay,Diam1m,Diam2m,large_diam,small_diam,Elev1,Elev2,high_elev,low_elev,Lngth2bndry1,Lngth2bndry2,LngthInPlot,Lngth2end,Bark,Growth
2018,D2-0,clearcut,mesic oldgrowth,D2,D2-0,D2,0,,10,U,3,0.12,0.101,0.12,0.101,0,0,0,0,0,0,1.2,1.2,0,3
2018,B2-4-M,heavy,subhygric mature,B2,B2-4,B2 M,4,M,18,Hw,3,0.11,0.032,0.11,0.032,0,0,0,0,0.2,0,0.2,10,2,1
2018,D2-0,clearcut,mesic oldgrowth,D2,D2-0,D2,0,,8,U,3,0.056,0.102,0.102,0.056,0,1,1,0,4.6,0,4.6,5,0,3
2018,C1-0,noharvest,mesic mature,C1,C1-0,C1,0,,7,Hw,2,0.11,0.143,0.143,0.11,0,32,32,0,4.2,4.3,0.1,5.3,2,1
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,33,Pl,2,0.034,0.195,0.195,0.034,11.5,21,21,11.5,8.2,8.3,0.1,20.7,2,0
2018,B1-3,noharvest,submesic mature,B1,B1-3,B1,3,,21,Hw,4,0.104,0.102,0.104,0.102,0,0,0,0,0.2,0,0.2,1.8,2,2
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,11,Hw,4,0.16,0.132,0.16,0.132,0,33,33,0,0.1,0,0.1,2.4,2,3
2018,D2-0,clearcut,mesic oldgrowth,D2,D2-0,D2,0,,11,U,3,0.22,0.29,0.29,0.22,0,8,8,0,1.4,0,1.4,2.9,0,3
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,35,Hw,3,0.11,0.03,0.11,0.03,0,0,0,0,0.4,0,0.4,6,0,2
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,53,Hw,3,0.11,0.037,0.11,0.037,0,0,0,0,0.4,0,0.4,7,2,1
2018,C2-4-M,heavy,mesic mature,C2,C2-4,C2 M,4,M,4,Hw,2,0.111,0.083,0.111,0.083,30,0,30,0,0.3,0,0.3,2.9,2,1
2018,C2-0-M,heavy,mesic mature,C2,C2-0,C2 M,0,M,1,Cw,1,0.018,0.107,0.107,0.018,142,0,142,0,7.5,8,0.5,8.2,2,2
2018,D2-0,clearcut,mesic oldgrowth,D2,D2-0,D2,0,,2,Hw,3,0.8,0.6,0.8,0.6,0,0,0,0,7,0,7,11.5,2,2
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,15,Hw,4,0.095,0.1,0.1,0.095,0,0,0,0,0,0,1.1,1.1,1,3
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,7,U,3,0.12,0.07,0.12,0.07,0,0,0,0,0,0,1.1,1.1,0,3
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,9,Hw,2,0.024,0.139,0.139,0.024,55,0,55,0,2.7,3.1,0.4,7.4,3,1
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,12,U,4,0.075,0.122,0.122,0.075,0,0,0,0,1.2,0,1.2,3.7,0,3
2018,A1-3,clearcut,submesic mature,A1,A1-3,A1,3,,19,U,4,0.122,0.168,0.168,0.122,0,0,0,0,0.2,0,0.2,1.5,0,3
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,11,Hw,3,0.06,0.1,0.1,0.06,17,10,17,10,0,0,2.6,2.6,1,3
2018,B1-2,noharvest,submesic mature,B1,B1-2,B1,2,,4,U,4,0.136,0.11,0.136,0.11,0,0,0,0,0.3,0,0.3,2.1,3,0
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,1,Hw,3,0.52,0.51,0.52,0.51,0,0,0,0,7.5,7.5,0,11.2,2,3
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,14,Hw,3,0.106,0.045,0.106,0.045,0,0,0,0,0,0,5.1,5.1,1,3
2018,C3-2,light,subhygric mature,C3,C3-2,C3,2,,8,Sx,1,0.173,0.6,0.6,0.173,17,20,20,17,2.8,0,2.8,30.7,3,0
2018,B1-2,noharvest,submesic mature,B1,B1-2,B1,2,,11,Hw,3,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.5,0.5,3,0
2018,B1-1,noharvest,submesic mature,B1,B1-1,B1,1,,4,U,3,0.092,0.112,0.112,0.092,0,0,0,0,0.5,0,0.5,0.8,0,0
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,5,Hw,3,0.142,0.08,0.142,0.08,12,0,12,0,0.4,0,0.4,4.8,3,3
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,1,Hw,3,0.11,0.058,0.11,0.058,42,80,80,42,4.1,4.8,0.7,7.4,2,0
2018,B2-3-M,heavy,subhygric mature,B2,B2-3,B2 M,3,M,20,Hw,3,0.1,0.09,0.1,0.09,0,0,0,0,0,0,0.6,0.6,3,1
2018,B2-3-O,heavy,subhygric mature,B2,B2-3,B2 O,3,O,9,U,3,0.1,0.093,0.1,0.093,0,0,0,0,0.6,0,0.6,1.4,0,0
2018,A3-1,clearcut,subhygric mature,A3,A3-1,A3,1,,18,Ep,4,0.112,0.101,0.112,0.101,0,0,0,0,0,0,0.5,0.5,1,0
2018,B3-1-O,heavy,submesic mature,B3,B3-1,B3 O,1,O,10,Cw,3,0.106,0.038,0.106,0.038,20,4,20,4,0.9,0,0.9,5.5,0,3
2018,D2-1,clearcut,mesic oldgrowth,D2,D2-1,D2,1,,13,U,3,0.175,0.259,0.259,0.175,0,5,5,0,2.3,0,2.3,3.6,0,3
2018,B2-3-O,heavy,subhygric mature,B2,B2-3,B2 O,3,O,2,U,4,0.11,0.071,0.11,0.071,0,0,0,0,0.7,0,0.7,5.3,0,3
2018,B2-2-M,heavy,subhygric mature,B2,B2-2,B2 M,2,M,18,U,4,0.074,0.109,0.109,0.074,7,0,7,0,0,0,0.7,0.7,0,3
2018,C2-2-O,heavy,mesic mature,C2,C2-2,C2 O,2,O,21,U,4,0.115,0.131,0.131,0.115,0,0,0,0,0,0,0.4,0.4,0,3
2018,A1-1,clearcut,submesic mature,A1,A1-1,A1,1,,1,U,3,0.11,0.122,0.122,0.11,7,0,7,0,0.3,0.8,0.5,4.6,0,3
2018,C2-2-O,heavy,mesic mature,C2,C2-2,C2 O,2,O,41,U,3,0.147,0.103,0.147,0.103,26,3,26,3,3,2.6,0.4,3.1,0,2
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,16,U,5,0.173,0.18,0.18,0.173,0,0,0,0,0.1,0,0.1,5.8,0,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,15,U,4,0.106,0.113,0.113,0.106,5,1,5,1,0.4,0,0.4,3.9,0,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,8,U,4,0.324,0.392,0.392,0.324,0,0,0,0,0.1,0,0.1,7.6,0,3
2018,C2-0-O,heavy,mesic mature,C2,C2-0,C2 O,0,O,16,U,3,0.09,0.12,0.12,0.09,0,7,7,0,0.6,0,0.6,3.7,0,1
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,28,Hw,3,0.12,0.113,0.12,0.113,0,0,0,0,0.5,0,0.5,4.3,1,2
2018,B4-1,clearcut,mesic mature,B4,B4-1,B4,1,,1,U,4,0.153,0.149,0.153,0.149,0,0,0,0,0.3,0,0.3,1.8,0,3
2018,C2-0-M,heavy,mesic mature,C2,C2-0,C2 M,0,M,10,Hw,3,0.073,0.109,0.109,0.073,36,0,36,0,0,0,0.8,0.8,0,3
2018,A4-2,noharvest,subhygric mature,A4,A4-2,A4,2,,32,Hw,2,0.044,0.1,0.1,0.044,31,9.5,31,9.5,0.1,1.3,1.2,8,1,3
2018,A3-0,clearcut,subhygric mature,A3,A3-0,A3,0,,24,Ep,4,0.124,0.094,0.124,0.094,0,0,0,0,0,0,0.6,0.6,2,2
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,18,U,4,0.18,0.172,0.18,0.172,0,0,0,0,0.8,0,0.8,2.7,0,3
2018,A3-0,clearcut,subhygric mature,A3,A3-0,A3,0,,23,U,4,0.161,0.105,0.161,0.105,0,0,0,0,0.4,0,0.4,1.5,0,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,17,U,3,0.044,0.122,0.122,0.044,3,0,3,0,0,0,4.2,4.2,0,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,11,Hw,4,0.125,0.054,0.125,0.054,16,4,16,4,0.8,0,0.8,4.8,2,1
2018,C2-4-M,heavy,mesic mature,C2,C2-4,C2 M,4,M,3,Hw,2,0.121,0.187,0.187,0.121,28,26,28,26,0.3,0,0.3,5.8,2,1
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,1,Hw,3,0.093,0.1,0.1,0.093,0,5,5,0,0,0,0.8,0.8,0,1
2018,C2-0-O,heavy,mesic mature,C2,C2-0,C2 O,0,O,1,U,3,0.13,0.069,0.13,0.069,0,0,0,0,0.7,0,0.7,1,0,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,6,U,4,0.108,0.131,0.131,0.108,0,4,4,0,2.6,0,2.6,4.3,0,3
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,22,U,4,0.13,0.146,0.146,0.13,0,0,0,0,0.4,0,0.4,1.5,0,3
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,50,U,3,0.07,0.12,0.12,0.07,0,0,0,0,0.8,0,0.8,5.6,0,2
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,9,Hw,4,0.064,0.109,0.109,0.064,0,0,0,0,0,0,5.9,5.9,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,27,Hw,3,0.2,0.499,0.499,0.2,0,13,13,0,9,11.5,2.5,18.7,1,3
2018,B2-3-M,heavy,subhygric mature,B2,B2-3,B2 M,3,M,24,Hw,1,0.01,0.23,0.23,0.01,0,0,0,0,5.4,5.7,0.3,22.9,3,0
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,29,Hw,3,0.12,0.01,0.12,0.01,22,10,22,10,0.3,1.4,1.1,9.8,2,1
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,4,U,3,0.192,0.174,0.192,0.174,0,10,10,0,0,0,1.7,1.7,0,3
2018,B2-4-M,heavy,subhygric mature,B2,B2-4,B2 M,4,M,2,U,3,0.109,0.109,0.109,0.109,0,0,0,0,0,0,0.7,0.7,0,1
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,11,U,3,0.156,0.149,0.156,0.149,0,9,9,0,0,0,3.6,3.6,0,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,3,U,4,0.14,0.211,0.211,0.14,0,5,5,0,4.9,0,4.9,12.3,0,3
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,12,U,4,0.105,0.115,0.115,0.105,19,0,19,0,0.7,0,0.7,2,0,3
2018,C3-4,light,subhygric mature,C3,C3-4,C3,4,,17,Sx,1,0.051,0.51,0.51,0.051,21,23,23,21,9.7,0,9.7,37,3,2
2018,C2-2-O,heavy,mesic mature,C2,C2-2,C2 O,2,O,19,U,4,0.01,0.114,0.114,0.01,10,0,10,0,1.3,0,1.3,2.7,0,3
2018,A1-3,clearcut,submesic mature,A1,A1-3,A1,3,,20,U,4,0.13,0.131,0.131,0.13,0,0,0,0,0.5,0,0.5,3.3,0,3
2018,A3-3,clearcut,subhygric mature,A3,A3-3,A3,3,,12,U,4,0.103,0.04,0.103,0.04,0,0,0,0,1.4,0,1.4,2.1,0,3
2018,C1-4,noharvest,mesic mature,C1,C1-4,C1,4,,7,Hw,3,0.11,0.047,0.11,0.047,0,10,10,0,1.2,0,1.2,11.6,2,1
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,20,Hw,3,0.472,0.3,0.472,0.3,0,107,107,0,7.3,0,7.3,14.7,3,3
2018,C3-1,light,subhygric mature,C3,C3-1,C3,1,,1,Hw,4,0.164,0.55,0.55,0.164,11,0,11,0,9.1,0,9.1,16,0,3
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,23,U,3,0.047,0.131,0.131,0.047,2.7,0,2.7,0,3.8,2.9,0.9,4.8,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,17,Hw,3,0.209,0.404,0.404,0.209,16,46,46,16,8.9,8.2,0.7,18.8,2,3
2018,D2-2,clearcut,mesic oldgrowth,D2,D2-2,D2,2,,1,U,4,0.257,0.194,0.257,0.194,0,4,4,0,3.1,0,3.1,5.7,0,3
2018,A1-0,clearcut,submesic mature,A1,A1-0,A1,0,,1,U,3,0.29,0.227,0.29,0.227,15,0,15,0,0,0,1.9,1.9,0,3
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,26,U,3,0.092,0.1,0.1,0.092,20,0,20,0,0,0,1,1,0,3
2018,C1-2,noharvest,mesic mature,C1,C1-2,C1,2,,20,U,4,0.08,0.11,0.11,0.08,0,0,0,0,1,0,1,2.8,0,3
2018,B2-4-M,heavy,subhygric mature,B2,B2-4,B2 M,4,M,14,U,4,0.11,0.08,0.11,0.08,0,0,0,0,1,0,1,4.3,0,1
2018,A3-0,clearcut,subhygric mature,A3,A3-0,A3,0,,19,Hw,4,0.115,0.115,0.115,0.115,0,0,0,0,0,0,0.7,0.7,1,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,25,Hw,4,0.172,0.13,0.172,0.13,0,0,0,0,0.4,0,0.4,13.5,2,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,11,U,3,0.042,0.1,0.1,0.042,10,0,10,0,1.1,0,1.1,2.9,0,2
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,18,Dr,4,0.1,0.084,0.1,0.084,22,0,22,0,0,0,1.1,1.1,3,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,8,U,3,0.077,0.129,0.129,0.077,0,0,0,0,0.8,0,0.8,1.7,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,14,U,3,0.11,0.075,0.11,0.075,0,5,5,0,0,0,1.1,1.1,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,6,U,4,0.108,0.108,0.108,0.108,1,9,9,1,0,0,1.2,1.2,0,3
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,22,U,3,0.085,0.11,0.11,0.085,0,0,0,0,0,0,1,1,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,17,U,4,0.064,0.113,0.113,0.064,1,0,1,0,0,0,1.9,1.9,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,7,U,4,0.222,0.202,0.222,0.202,0,0,0,0,0,0,0.6,0.6,0,3
2018,C1-4,noharvest,mesic mature,C1,C1-4,C1,4,,6,Hw,2,0.144,0.139,0.144,0.139,0,0,0,0,0.5,0,0.5,2.3,3,0
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,33,U,3,0.11,0.09,0.11,0.09,0,0,0,0,0,0,1,1,0,3
2018,B3-2-M,heavy,submesic mature,B3,B3-2,B3 M,2,M,8,U,3,0.083,0.1,0.1,0.083,0,0,0,0,0,0,1.2,1.2,0,0
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,5,Hw,2,0.1,0.112,0.112,0.1,0,64,64,0,0.9,0,0.9,2.2,3,0
2018,C3-4,light,subhygric mature,C3,C3-4,C3,4,,14,U,3,0.468,0.25,0.468,0.25,0,24,24,0,3.5,0,3.5,13.6,0,3
2018,B2-3-O,heavy,subhygric mature,B2,B2-3,B2 O,3,O,13,Hw,3,0.101,0.083,0.101,0.083,0,0,0,0,1.2,0,1.2,1.7,2,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,1,U,3,0.06,0.15,0.15,0.06,3,0,3,0,2.9,0,2.9,3.4,0,3
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,36,Hw,3,0.116,0.1,0.116,0.1,0,0,0,0,0,0,0.9,0.9,2,2
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,55,Pl,3,0.11,0.095,0.11,0.095,0,15,15,0,0,0,1,1,2,0
2018,B2-2-O,heavy,subhygric mature,B2,B2-2,B2 O,2,O,2,U,4,0.106,0.08,0.106,0.08,0,10,10,0,1.2,0,1.2,5.2,0,2
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,5,U,4,0.146,0.164,0.164,0.146,0,32,32,0,0,0,1.9,1.9,0,2
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,13,U,3,0.221,0.214,0.221,0.214,38.3,0,38.3,0,1.2,0,1.2,3.3,0,1
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,25,U,3,0.072,0.12,0.12,0.072,0,0,0,0,0,0,1.1,1.1,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,12,U,3,0.127,0.133,0.133,0.127,0,0,0,0,0.4,4.4,4,8.2,0,3
2018,A3-1,clearcut,subhygric mature,A3,A3-1,A3,1,,3,U,4,0.14,0.128,0.14,0.128,0,0,0,0,0.6,0,0.6,6.5,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,16,U,4,0.301,0.13,0.301,0.13,0,0,0,0,2.3,0,2.3,5.5,0,3
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,11,U,5,0.34,0.312,0.34,0.312,0,0,0,0,7.4,0,7.4,17.9,0,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,15,U,3,0.17,0.275,0.275,0.17,0,0,0,0,3.2,0,3.2,10.5,0,3
2018,C1-2,noharvest,mesic mature,C1,C1-2,C1,2,,7,Hw,3,0.228,0.06,0.228,0.06,0,0,0,0,0.4,0,0.4,23.7,3,2
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,2,U,4,0.222,0.268,0.268,0.222,4,2,4,2,0,0,2.8,2.8,0,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,26,U,4,0.093,0.117,0.117,0.093,0,0,0,0,1,0,1,1.5,0,2
2018,B2-3-O,heavy,subhygric mature,B2,B2-3,B2 O,3,O,7,Hw,4,0.091,0.11,0.11,0.091,0,0,0,0,0.4,1.5,1.1,1.8,0,3
2018,A3-2,clearcut,subhygric mature,A3,A3-2,A3,2,,14,Ep,4,0.135,0.082,0.135,0.082,0,0,0,0,0.9,0,0.9,2.5,0,3
2018,B2-1-O,heavy,subhygric mature,B2,B2-1,B2 O,1,O,10,U,3,0.111,0.091,0.111,0.091,0,0,0,0,0,0,1.1,1.1,0,0
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,6,Hw,3,0.115,0.11,0.115,0.11,19,11,19,11,0,0,0.9,0.9,1,0
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,8,Cw,4,0.216,0.177,0.216,0.177,0,0,0,0,0.3,0,0.3,6.1,2,3
2018,D2-3,clearcut,mesic oldgrowth,D2,D2-3,D2,3,,4,U,3,0.249,0.222,0.249,0.222,0,0,0,0,0,0,3.2,3.2,0,1
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,1,Hw,3,0.321,0.54,0.54,0.321,120,0,120,0,2.8,0,2.8,10.5,1,1
2018,B3-1-M,heavy,submesic mature,B3,B3-1,B3 M,1,M,9,U,4,0.13,0.112,0.13,0.112,0,0,0,0,0.8,0,0.8,2.8,0,3
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,13,U,4,0.084,0.12,0.12,0.084,0,0,0,0,0,0,1.1,1.1,0,3
2018,B2-0-O,heavy,subhygric mature,B2,B2-0,B2 O,0,O,27,U,3,0.124,0.08,0.124,0.08,0,0,0,0,0,0,1.1,1.1,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,2,Hw,3,0.6,0.435,0.6,0.435,0,0,0,0,0,0,4.8,4.8,1,2
2018,A1-1,clearcut,submesic mature,A1,A1-1,A1,1,,4,U,4,0.158,0.123,0.158,0.123,0,0,0,0,1.3,0,1.3,4.2,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,3,Hw,4,0.62,0.57,0.62,0.57,0,20,20,0,6.8,0,6.8,7.3,1,1
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,15,Hw,3,0.375,0.063,0.375,0.063,0,10,10,0,1.6,0,1.6,26.1,3,3
2018,A2-0,light,submesic mature,A2,A2-0,A2,0,,2,U,4,0.284,0.303,0.303,0.284,0,0,0,0,7.5,0,7.5,15.3,0,3
2018,A3-2,clearcut,subhygric mature,A3,A3-2,A3,2,,27,U,4,0.075,0.137,0.137,0.075,11,0,11,0,0,0,1,1,0,3
2018,A1-1,clearcut,submesic mature,A1,A1-1,A1,1,,5,Cw,3,0.122,0.147,0.147,0.122,26,0,26,0,0,0,2.1,2.1,0,2
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,6,Hw,3,0.152,0.153,0.153,0.152,5,0,5,0,0,0,1.2,1.2,2,3
2018,A1-0,clearcut,submesic mature,A1,A1-0,A1,0,,3,U,3,0.108,0.165,0.165,0.108,21,0,21,0,1.7,0,1.7,6.4,0,3
2018,C1-4,noharvest,mesic mature,C1,C1-4,C1,4,,21,Hw,1,0.123,0.023,0.123,0.023,0,2,2,0,0.2,1.8,1.6,14.7,3,1
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,24,U,4,0.102,0.08,0.102,0.08,0,0,0,0,1.5,0,1.5,3.1,0,3
2018,B2-2-M,heavy,subhygric mature,B2,B2-2,B2 M,2,M,20,Hw,4,0.163,0.155,0.163,0.155,0,0,0,0,0.5,0,0.5,2.4,2,3
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,26,U,4,0.145,0.104,0.145,0.104,0,0,0,0,0,0,0.8,0.8,0,1
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,5,Dr,2,0.055,0.135,0.135,0.055,0,0,0,0,1.2,0,1.2,6,3,3
2018,A1-3,clearcut,submesic mature,A1,A1-3,A1,3,,18,U,4,0.115,0.123,0.123,0.115,0,0,0,0,0,0,0.9,0.9,0,3
2018,B4-4,clearcut,mesic mature,B4,B4-4,B4,4,,10,U,4,0.106,0.101,0.106,0.101,0,0,0,0,1.2,0,1.2,1.4,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,7,U,4,0.149,0.11,0.149,0.11,0,15,15,0,0,0,3.5,3.5,0,2
2018,A2-1,light,submesic mature,A2,A2-1,A2,1,,7,U,3,0.294,0.156,0.294,0.156,14,0,14,0,9,0,9,20.6,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,8,Hw,3,0.112,0.13,0.13,0.112,23,0,23,0,0,0,1,1,2,3
2018,B2-4-M,heavy,subhygric mature,B2,B2-4,B2 M,4,M,11,Hw,4,0.12,0.134,0.134,0.12,0,0,0,0,0.8,0,0.8,1.5,2,1
2018,B4-3,clearcut,mesic mature,B4,B4-3,B4,3,,6,U,4,0.107,0.11,0.11,0.107,17,0,17,0,0,0,1.1,1.1,0,0
2018,A3-0,clearcut,subhygric mature,A3,A3-0,A3,0,,25,U,4,0.122,0.105,0.122,0.105,0,0,0,0,0,0,1,1,0,3
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,57,U,3,0.13,0.11,0.13,0.11,16,0,16,0,0,0,0.9,0.9,0,0
2018,B3-2-O,heavy,submesic mature,B3,B3-2,B3 O,2,O,3,Hw,3,0.118,0.05,0.118,0.05,0,0,0,0,1.6,0,1.6,9.7,1,3
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,3,Ep,3,0.051,0.405,0.405,0.051,0,34,34,0,12.6,16.7,4.1,22.7,3,1
2018,B3-2-O,heavy,submesic mature,B3,B3-2,B3 O,2,O,17,U,3,0.11,0.036,0.11,0.036,0,27,27,0,2,0,2,6.6,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,9,Hw,3,0.111,0.108,0.111,0.108,0,0,0,0,0,0,0.9,0.9,2,3
2018,B3-2-O,heavy,submesic mature,B3,B3-2,B3 O,2,O,21,U,4,0.1,0.13,0.13,0.1,0,0,0,0,1,0,1,3.9,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,10,Hw,3,0.102,0.11,0.11,0.102,0,0,0,0,0,0,2.1,2.1,3,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,11,U,3,0.13,0.225,0.225,0.13,10,0,10,0,0,0,2.5,2.5,0,3
2018,B3-0-M,heavy,submesic mature,B3,B3-0,B3 M,0,M,14,Ep,2,0.16,0.07,0.16,0.07,41,26,41,26,0.9,0,0.9,11.5,3,0
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,12,U,3,0.075,0.16,0.16,0.075,0,0,0,0,0,0,1.8,1.8,0,3
2018,B1-1,noharvest,submesic mature,B1,B1-1,B1,1,,5,Hw,4,0.067,0.101,0.101,0.067,13,0,13,0,0,0,1.9,1.9,0,1
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,13,U,3,0.106,0.044,0.106,0.044,0,14,14,0,3.4,0,3.4,4.9,0,1
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,14,U,4,0.25,0.18,0.25,0.18,0,0,0,0,3.6,0,3.6,5.2,0,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,16,Hw,4,0.101,0.1,0.101,0.1,0,19,19,0,0,0,2.2,2.2,2,3
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,19,U,4,0.09,0.11,0.11,0.09,0,0,0,0,1.4,0,1.4,2.1,0,3
2018,C1-4,noharvest,mesic mature,C1,C1-4,C1,4,,23,Hw,3,0.141,0.044,0.141,0.044,0,10,10,0,1.3,0,1.3,16.5,2,2
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,5,U,4,0.16,0.178,0.178,0.16,0,0,0,0,0,0,0.5,0.5,0,0
2018,A1-2,clearcut,submesic mature,A1,A1-2,A1,2,,4,U,3,0.101,0.126,0.126,0.101,0,0,0,0,0,0,1.1,1.1,0,3
2018,A4-2,noharvest,subhygric mature,A4,A4-2,A4,2,,12,Hw,3,0.19,0.109,0.19,0.109,0,49,49,0,6,6.6,0.6,8.6,1,2
2018,B3-4-O,heavy,submesic mature,B3,B3-4,B3 O,4,O,3,U,4,0.16,0.126,0.16,0.126,0,0,0,0,0.7,0,0.7,1,0,3
2018,A1-3,clearcut,submesic mature,A1,A1-3,A1,3,,1,U,3,0.109,0.08,0.109,0.08,0,0,0,0,0,0,1.6,1.6,0,2
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,19,Hw,4,0.186,0.179,0.186,0.179,0,0,0,0,1.2,0,1.2,1.6,2,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,20,Hw,4,0.123,0.067,0.123,0.067,0,0,0,0,1.2,0,1.2,6.9,2,3
2018,D2-4,clearcut,mesic oldgrowth,D2,D2-4,D2,4,,21,Hw,3,0.46,0.475,0.475,0.46,0,79,79,0,0.7,0,0.7,6,2,2
