Year,Unit,Treatment,Block,Unique_plot,Grid_Pt,Line,Dist_m,Tag#,Sp,Decay,Diam_cm,Ht_cm,Tilt_deg,Length_class,Meas_length,Notes
2011,D4,heavy,mesic oldgrowth,46,D500,2,26.2,662,U,3,15.2,18,23,5,,
2011,D4,heavy,mesic oldgrowth,46,D500,2,27.5,672,Hw,2.5,14.8,0,8,5,5.8,
2011,D4,heavy,mesic oldgrowth,46,D500,2,29.1,673,U,2,12,49,15,2,,
2011,D4,heavy,mesic oldgrowth,46,D500,3,5.3,674,Hw,3,16.2,50,25,5,,half piece
2011,D4,heavy,mesic oldgrowth,46,D500,3,10.2,675,Hw,2.5,23.5,46,17,5,,
2011,D4,heavy,mesic oldgrowth,46,D500,3,16.2,676,Cw,2,7.6,2,3,2,,
2011,D4,heavy,mesic oldgrowth,46,D500,3,19.8,677,Hw,3,24.9,0,5,10,,
2011,D4,heavy,mesic oldgrowth,46,D500,1,2.5,654,U,3,19.7,0,26,1,,
2011,D4,heavy,mesic oldgrowth,46,D500,1,9.7,655,Hw,4,33.7,0,0,5,,
2011,D4,heavy,mesic oldgrowth,46,D500,1,12.6,656,Hw,3,22.7,0,0,10,,
2011,D4,heavy,mesic oldgrowth,46,D500,1,23.6,657,Hw,4,34.5,0,5,1,,
2011,D4,heavy,mesic oldgrowth,46,D500,1,13.3,659,Hw,2,8.4,1,3,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,0.9,6,U,3,22.6,0,1,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,6.6,7,Hw,3.5,55,8,3,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,10.7,8,Hw,3,15.9,53,23,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,11.3,9,Hw,3,21.5,0,15,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,12.9,10,U,3,15.3,13,12,2,1.75,
2011,D4,heavy,mesic oldgrowth,47,H000,2,13.65,11,U,3,8.2,21,3,5,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,17.8,12,U,3,40,3,5,5,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,22.6,13,Hw,3,29.1,0,4,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,23.7,14,Hw,3,35.5,35,0,10,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,25.1,15,Hw,3.5,16,8.6,28,1,,
2011,D4,heavy,mesic oldgrowth,47,H000,2,29.7,16,U,3,44.9,2,20,10,,
2011,D4,heavy,mesic oldgrowth,47,H000,3,7.7,17,U,3,18,3,5,10,,
2011,D4,heavy,mesic oldgrowth,47,H000,3,7.9,18,U,2,21.7,0,8,5,,
2011,D4,heavy,mesic oldgrowth,47,H000,3,8.3,19,U,3,17.1,0,8,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,3,12.35,20,Hw,3,21.8,2,16,5,5.5,
2011,D4,heavy,mesic oldgrowth,47,H000,3,21.3,21,Hw,3,11.6,5,15,5,,
2011,D4,heavy,mesic oldgrowth,47,H000,1,8.2,1,U,2,8,8,10,1,,
2011,D4,heavy,mesic oldgrowth,47,H000,1,10.3,2,U,2,14.3,0,11,2,,
2011,D4,heavy,mesic oldgrowth,47,H000,1,13.9,3,U,2,19.1,26,2,5,,
2011,D4,heavy,mesic oldgrowth,47,H000,1,15,4,Cw,3,59,43,5,10,,
2011,D4,heavy,mesic oldgrowth,47,H000,1,24.4,5,U,3,16.4,0,4,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,7.45,624,Hw,3,46.8,47,15,5,,slab
2011,D4,heavy,mesic oldgrowth,48,B150,2,8.95,625,Hw,2,44.9,36,10,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,12.85,626,Hw,2,52.5,17,4,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,13.3,627,Hw,2,51.8,27,5,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,13.8,628,U,2.5,54.9,0,7,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,14,629,U,2.5,27.5,0,5,10,18.25,
2011,D4,heavy,mesic oldgrowth,48,B150,2,14.7,630,U,4,21.5,0,5,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,16.9,631,Hw,1,47,29,6,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,18.3,632,Hw,2,23.6,34,6,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,19.5,633,Hw,3,18.5,95,2,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,2,20.45,634,Hw,2,31.1,30,4,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,3,635,Hw,3,18.1,8,2,5,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,3.65,636,U,4,22.8,0,4,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,7.95,637,Hw,2.5,8.3,4,31,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,11.3,638,U,3,64.6,0,9,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,12.3,639,Hw,2,24.5,51,13,10,22.2,
2011,D4,heavy,mesic oldgrowth,48,B150,3,12.4,640,U,2.5,28.5,0,10,5,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,15,641,Hw,2,56.7,51,4,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,15.4,642,Hw,2.5,12.8,105,35,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,15.85,643,U,3.5,26,0,2,5,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,26.9,644,Cw,2.5,13.3,16,3,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,27.65,645,U,3.5,24.5,0,10,1,,slab
2011,D4,heavy,mesic oldgrowth,48,B150,3,28.2,646,U,3,9,0,2,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,3,28.8,647,U,3,42.6,0,12,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,2.75,610,Hw,2,37.7,13,5,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,6.6,611,U,3,8.7,0,25,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,6.7,623,Hw,3,36,0,5,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,7,622,Hw,2.5,12.2,0,11,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,7.5,612,Hw,2.5,45.6,0,2,5,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,8.1,613,Hw,2,16.3,5,30,1,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,8.4,614,Hw,1,52.1,49,3,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,9.05,615,Hw,2,52.8,18,6,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,12,616,U,5,20.7,0,0,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,13.6,617,Hw,2,27.6,39,5,10,23.1,
2011,D4,heavy,mesic oldgrowth,48,B150,1,15.15,618,Hw,3.5,52.7,0,3,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,16.9,619,Hw,3,51,0,1,10,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,25.05,620,U,2.5,24.7,0,10,2,,
2011,D4,heavy,mesic oldgrowth,48,B150,1,26.6,621,U,3,10.5,0,4,1,,
2011,D4,heavy,mesic oldgrowth,49,C000,2,1.6,332,U,4,68,0,15,1,,two pieces
2011,D4,heavy,mesic oldgrowth,49,C000,2,4.9,333,U,3,42,25,15,5,,
2011,D4,heavy,mesic oldgrowth,49,C000,2,7.2,334,U,2,8.8,24,4,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,2,10,335,Hw,2,51.9,0,5,10,,
2011,D4,heavy,mesic oldgrowth,49,C000,2,18.3,336,U,2,19.7,20,15,5,,shattered
2011,D4,heavy,mesic oldgrowth,49,C000,2,21.2,337,Ba,2,27,0,21,10,16.7,
2011,D4,heavy,mesic oldgrowth,49,C000,2,27,338,Ba,3,8.9,0,15,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,2,21.4,652,U,4,11.9,0,18,5,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,0.55,339,U,4,22.3,0,3,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,0.7,340,U,2,11.9,2,5,1,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,4.9,341,U,3,23.2,0,6,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,6.6,342,Ba,4,9.2,1,5,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,7.6,343,U,4,19.5,0,10,5,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,10.1,344,U,3,8.2,10,30,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,11.1,345,U,3,9.8,0,2,1,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,12.5,346,U,4,52.3,0,2,5,6.9,
2011,D4,heavy,mesic oldgrowth,49,C000,3,19,347,U,3,12.8,0,9,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,24.4,348,U,3,34.9,0,10,10,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,24.7,349,U,3,8,2,15,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,24.9,350,Hw,3,22.5,0,0,1,,
2011,D4,heavy,mesic oldgrowth,49,C000,3,30,351,U,4,19.8,0,0,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,1,0.1,328,U,3,19.7,0,0,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,1,2.8,329,U,4,15.3,0,7,2,,
2011,D4,heavy,mesic oldgrowth,49,C000,1,4.1,330,U,3,32.8,0,11,10,,
2011,D4,heavy,mesic oldgrowth,49,C000,1,29.4,331,U,3,58.7,0,6,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,0.4,688,Hw,2,28,17,5,5,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,5.4,690,Hw,2.5,51.2,5,5,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,6.5,691,Hw,2,58.6,9,5,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,10,692,Hw,4,16,17,0,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,12.2,693,U,2.5,24,5,5,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,12.6,694,Hw,2.5,38.6,4,3,2,4.72,
2011,D4,heavy,mesic oldgrowth,50,C250,2,14.25,695,Hw,3,7.7,5,10,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,19.5,696,U,2.5,11.9,0,10,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,23.3,697,U,3,14.2,2,10,1,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,24.9,698,U,3,14.7,2,5,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,25.3,699,U,2,20.2,2,6,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,2,29.3,700,Hw,1,53.3,0,1,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,2,601,Hw,2,16.5,26,0,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,3.15,602,Hw,2.5,39.3,72,10,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,11,603,U,3.5,15,0,5,2,,slab
2011,D4,heavy,mesic oldgrowth,50,C250,3,12.5,604,U,4,14.9,0,10,2,2.9,
2011,D4,heavy,mesic oldgrowth,50,C250,3,20,605,U,4,21.9,0,10,5,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,21.7,606,Hw,2,44.4,0,2,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,26.7,607,Hw,3,11.5,0,5,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,28.05,608,U,3,12.7,0,5,1,,
2011,D4,heavy,mesic oldgrowth,50,C250,3,29.9,609,U,3,16.1,0,10,5,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,3.7,675,Hw,2,36.9,9,4,5,,split
2011,D4,heavy,mesic oldgrowth,50,C250,1,7.25,676,Hw,2,15.2,0,1,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,10.8,677,Hw,4,36.2,0,10,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,15.8,678,Hw,2.5,37.1,12,5,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,16.25,679,U,3,13.1,2,0,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,19.9,680,Hw,2.5,11.9,0,10,x,,length class missing
2011,D4,heavy,mesic oldgrowth,50,C250,1,21.9,681,U,3,10.9,7,25,1,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,22.4,682,Hw,2,41,13,7,10,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,23.05,683,U,4,31.7,0,1,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,23.3,684,Hw,2,39,0,15,10,14.9,
2011,D4,heavy,mesic oldgrowth,50,C250,1,23.65,685,U,3,8.4,0,2,1,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,23.8,686,U,4,18,0,10,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,27.7,689,U,4,26.9,0,4,2,,
2011,D4,heavy,mesic oldgrowth,50,C250,1,29.15,687,Hw,2,53.6,5,4,10,,
2011,A2,light,submesic mature,51,J150,1,1.25,368,U,3,14.8,0,4,5,,
2011,A2,light,submesic mature,51,J150,1,5.85,369,Hw,2,10.2,0,23,5,,
2011,A2,light,submesic mature,51,J150,1,8.75,370,U,2,9,5,3,10,,
2011,A2,light,submesic mature,51,J150,1,10.3,371,U,2,12.9,14,20,5,,
2011,A2,light,submesic mature,51,J150,1,13,372,Hw,2,16.4,20,2,10,,
2011,A2,light,submesic mature,51,J150,1,17.05,374,U,3,8.7,0,8,1,,
2011,A2,light,submesic mature,51,J150,1,19.7,375,U,3,7.9,0,27,2,,
2011,A2,light,submesic mature,51,J150,1,24.5,376,Hw,2,9.2,12,8,5,,
2011,A2,light,submesic mature,51,J150,2,0.45,377,Hw,2,17.1,20,5,10,,
2011,A2,light,submesic mature,51,J150,2,4.6,380,U,3,14,10,12,1,1.75,
2011,A2,light,submesic mature,51,J150,2,4.85,381,U,3,10.1,12,2,1,,
2011,A2,light,submesic mature,51,J150,2,5.15,382,U,3,12.1,0,2,2,,
2011,A2,light,submesic mature,51,J150,2,5.8,383,U,3,9.1,0,10,1,,
2011,A2,light,submesic mature,51,J150,2,6.65,384,U,3,12.5,2,12,1,,
2011,A2,light,submesic mature,51,J150,2,7.3,385,U,3,13.2,0,2,1,,
2011,A2,light,submesic mature,51,J150,2,7.5,386,U,3,14.4,0,2,1,,
2011,A2,light,submesic mature,51,J150,2,13.05,387,Hw,2,9.5,48,2,5,,
2011,A2,light,submesic mature,51,J150,2,20.4,388,Hw,1,17.2,16,4,10,,
2011,A2,light,submesic mature,51,J150,2,22.8,389,Hw,2,12.3,75,3,2,,
2011,A2,light,submesic mature,51,J150,2,24.75,390,Hw,2,12,10,45,5,8.4,
2011,A2,light,submesic mature,51,J150,3,3.35,392,U,3,11.6,7,3,5,,
2011,A2,light,submesic mature,51,J150,3,12.85,393,U,4,45.9,0,7,10,,
2011,A2,light,submesic mature,51,J150,3,13.75,394,U,3,26.5,0,10,1,,
2011,A2,light,submesic mature,51,J150,3,20.55,395,U,4,29,0,2,2,,
2011,A2,light,submesic mature,51,J150,3,22.75,396,Hw,2,8.9,3,8,5,,
2011,A2,light,submesic mature,51,J150,3,23.3,397,U,4,21.8,0,5,2,,
2011,A2,light,submesic mature,51,J150,3,25.9,398,Hw,1,9.8,4,2,5,,
2011,A4,noharvest,subhygric mature,52,G450,1,3.4,501,U,3,17.5,19,2,1,,
2011,A4,noharvest,subhygric mature,52,G450,1,3.63,502,U,3,29.6,0,2,5,,
2011,A4,noharvest,subhygric mature,52,G450,1,4.48,503,U,2,26.5,22.5,5,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,6.002,504,U,2,15,0,5,1,,
2011,A4,noharvest,subhygric mature,52,G450,1,7.43,505,Ep,2,22.2,0,3,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,13.33,506,Hw,1,36.6,19.6,7,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,18.75,507,Ep,2,14.2,11,6,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,20.3,508,Ep,2,12.8,2,2,2,,
2011,A4,noharvest,subhygric mature,52,G450,1,21.15,509,U,3,13.3,0,4,2,,
2011,A4,noharvest,subhygric mature,52,G450,1,22.4,510,U,3,20,0,10,10,12.5,
2011,A4,noharvest,subhygric mature,52,G450,1,22.5,511,Bl,2.5,23.7,0,5,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,25.7,512,U,4,27.2,0,3,2,,
2011,A4,noharvest,subhygric mature,52,G450,1,26.15,513,Bl,3,23.3,15,4,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,27.5,514,Ep,3,15.9,9,15,10,,
2011,A4,noharvest,subhygric mature,52,G450,1,28,515,Bl,2,22.5,29,10,10,,
2011,A4,noharvest,subhygric mature,52,G450,2,0.65,516,U,2.5,7.7,8,22,5,,
2011,A4,noharvest,subhygric mature,52,G450,2,3.2,517,U,4,13.4,0,3,1,,
2011,A4,noharvest,subhygric mature,52,G450,2,5.5,518,Ep,3,8.2,8,3,2,,
2011,A4,noharvest,subhygric mature,52,G450,2,8.6,519,U,2,12.6,5,5,10,10.8,
2011,A4,noharvest,subhygric mature,52,G450,2,15.75,520,U,4,9.6,0,3,1,,
2011,A4,noharvest,subhygric mature,52,G450,2,17.5,521,U,4,32.9,0,9,10,,
2011,A4,noharvest,subhygric mature,52,G450,2,18.3,522,U,3,14,0,12,2,,
2011,A4,noharvest,subhygric mature,52,G450,2,19.3,523,U,3.5,19.6,0,15,10,,
2011,A4,noharvest,subhygric mature,52,G450,2,28.95,524,U,3.5,14.9,0,0,5,,
2011,A4,noharvest,subhygric mature,52,G450,3,2.35,525,Ep,3.5,14.8,0,2,1,,
2011,A4,noharvest,subhygric mature,52,G450,3,2.85,526,Sx,2,25.5,17,4,10,,
2011,A4,noharvest,subhygric mature,52,G450,3,3.45,527,U,3,17.4,0,3,2,,
2011,A4,noharvest,subhygric mature,52,G450,3,5.05,528,Ep,2,18,0,5,10,,
2011,A4,noharvest,subhygric mature,52,G450,3,13.6,529,U,3,8,15,2,1,1.45,
2011,A4,noharvest,subhygric mature,52,G450,3,16.1,530,Ep,3.5,13.3,0,8,2,,
2011,A4,noharvest,subhygric mature,52,G450,3,19.9,531,Ep,3,17.6,0,25,2,,
2011,A4,noharvest,subhygric mature,52,G450,3,20.1,532,U,3,8,5,3,1,,
2011,A4,noharvest,subhygric mature,52,G450,3,23.3,533,U,4,9.9,0,5,1,,
2011,A4,noharvest,subhygric mature,52,G450,3,23.9,534,Ep,3,15.9,20,8,2,,
2011,A4,noharvest,subhygric mature,52,G450,3,24.6,535,U,3,30.7,0,5,2,,
2011,A4,noharvest,subhygric mature,52,G450,3,29.75,536,Hw,2,14.2,35,6,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,6.1,651,Hw,1,16.4,24,19,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,6.5,652,U,3,7.7,0,6,1,,
2011,A4,noharvest,subhygric mature,53,C050,1,8.65,653,U,3.5,20.5,0,7,5,,
2011,A4,noharvest,subhygric mature,53,C050,1,9.85,654,Hw,1,15.5,70,35,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,11.35,655,Ep,3,13.5,20,10,5,,
2011,A4,noharvest,subhygric mature,53,C050,1,13.3,656,U,3,15.5,0,5,5,,
2011,A4,noharvest,subhygric mature,53,C050,1,13.9,657,U,4,50.5,0,8,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,16.8,659,Hw,1,10.2,35,5,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,18.1,660,Cw,2,22.6,0,1,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,18.7,661,U,3,12.6,15,0,5,9.6,
2011,A4,noharvest,subhygric mature,53,C050,1,19.9,662,U,3,10.9,15,5,5,,
2011,A4,noharvest,subhygric mature,53,C050,1,20.6,663,U,2,19.2,0,10,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,23.2,664,Hw,2,14,0,1,10,,
2011,A4,noharvest,subhygric mature,53,C050,1,23.65,665,Ep,3,11.3,0,2,2,,
2011,A4,noharvest,subhygric mature,53,C050,1,26,666,U,4,8.9,0,15,2,,
2011,A4,noharvest,subhygric mature,53,C050,1,26.55,667,U,4,36.6,0,15,5,,
2011,A4,noharvest,subhygric mature,53,C050,1,29.35,668,U,3,7.7,8,12,2,,
2011,A4,noharvest,subhygric mature,53,C050,2,0.7,669,Ep,2,9.2,14,0,2,,
2011,A4,noharvest,subhygric mature,53,C050,2,9.15,670,U,4,14,0,0,1,,
2011,A4,noharvest,subhygric mature,53,C050,2,10.35,671,Hw,2,17.2,14,1,10,18.1,
2011,A4,noharvest,subhygric mature,53,C050,2,10.55,672,Hw,2,13.6,0,20,1,,
2011,A4,noharvest,subhygric mature,53,C050,2,11.4,673,U,3,9.8,4,14,2,,
2011,A4,noharvest,subhygric mature,53,C050,2,12.6,674,Ep,1,13.1,5,8,10,,
2011,A4,noharvest,subhygric mature,53,C050,2,18.6,675,Sx,2,9.6,30,5,2,,
2011,A4,noharvest,subhygric mature,53,C050,2,18.8,676,Sx,2,17,21,2,10,,
2011,A4,noharvest,subhygric mature,53,C050,2,20.5,677,U,3,9.5,2,7,5,,
2011,A4,noharvest,subhygric mature,53,C050,2,23.2,678,Hw,2,19,25,0,10,,
2011,A4,noharvest,subhygric mature,53,C050,2,24.9,679,Sx,2,8.5,23,8,10,,
2011,A4,noharvest,subhygric mature,53,C050,2,25.6,680,Hw,2,14.3,13,5,5,,
2011,A4,noharvest,subhygric mature,53,C050,3,5.95,682,U,3,15.3,0,0,5,9.2,
2011,A4,noharvest,subhygric mature,53,C050,3,7.75,683,U,2,9.2,9,6,10,,
2011,A4,noharvest,subhygric mature,53,C050,3,12.9,684,U,3,9.8,0,17,2,,
2011,A4,noharvest,subhygric mature,53,C050,3,14.9,685,U,4,41.2,0,2,5,,
2011,A4,noharvest,subhygric mature,53,C050,3,25.1,686,U,3,8.6,0,10,2,,
2011,A4,noharvest,subhygric mature,53,C050,3,25.55,687,Hw,1,7.9,5,1,2,,
2011,A4,noharvest,subhygric mature,53,C050,3,27.9,689,Hw,2,10,28,3,10,,
2011,A4,noharvest,subhygric mature,54,I200,1,1.1,896,U,4,22.3,0,5,5,,
2011,A4,noharvest,subhygric mature,54,I200,1,2.5,897,U,2.5,33.3,11,2,10,,
2011,A4,noharvest,subhygric mature,54,I200,1,8.65,898,U,2,16.6,96,0,5,,
2011,A4,noharvest,subhygric mature,54,I200,1,9.3,899,Hw,2,22.9,64,5,10,,
2011,A4,noharvest,subhygric mature,54,I200,1,9.5,901,Hw,2,8.5,96,5,5,,
2011,A4,noharvest,subhygric mature,54,I200,1,10.85,902,U,4,25,0,5,5,,
2011,A4,noharvest,subhygric mature,54,I200,1,14.65,904,Hw,2.5,14.5,52,0,10,,
2011,A4,noharvest,subhygric mature,54,I200,1,19.4,905,U,3,10,3,6,2,,
2011,A4,noharvest,subhygric mature,54,I200,1,20.5,906,Ep,4,34.3,0,9,5,15.9,
2011,A4,noharvest,subhygric mature,54,I200,1,27.3,907,U,4,17.3,0,3,2,,
2011,A4,noharvest,subhygric mature,54,I200,1,27.7,908,U,3,34.4,0,6,2,,
2011,A4,noharvest,subhygric mature,54,I200,1,29.1,909,U,3,10,31,15,2,,
2011,A4,noharvest,subhygric mature,54,I200,2,0.65,910,U,3,10.7,0,8,2,,
2011,A4,noharvest,subhygric mature,54,I200,2,1.1,911,U,3,9.1,17,5,5,,
2011,A4,noharvest,subhygric mature,54,I200,2,1.35,941,U,3,24,14.5,3,10,,tag number out of sequence
2011,A4,noharvest,subhygric mature,54,I200,2,4.25,912,U,4,15.9,0,10,2,,
2011,A4,noharvest,subhygric mature,54,I200,2,8.6,913,Hw,3,34.4,0,3,5,,
2011,A4,noharvest,subhygric mature,54,I200,2,9.4,914,U,3.5,27.2,0,5,2,9.3,
2011,A4,noharvest,subhygric mature,54,I200,2,9.15,942,U,3,16.9,0,10,5,,tag number out of sequence
2011,A4,noharvest,subhygric mature,54,I200,2,11.4,915,Cw,3,23.2,6,9,10,,
2011,A4,noharvest,subhygric mature,54,I200,2,15.55,916,U,4,32.3,0,6,1,,
2011,A4,noharvest,subhygric mature,54,I200,2,18.65,917,U,4,32.6,11,20,10,,
2011,A4,noharvest,subhygric mature,54,I200,2,19.5,918,Hw,4,14.1,2,5,2,,
2011,A4,noharvest,subhygric mature,54,I200,2,20.2,919,U,4,18.5,0,2,2,,
2011,A4,noharvest,subhygric mature,54,I200,2,21.05,920,U,2.5,31.5,0,7,10,,
2011,A4,noharvest,subhygric mature,54,I200,2,27.3,921,Hw,3,32.1,0,7,10,,
2011,A4,noharvest,subhygric mature,54,I200,2,29.1,922,Hw,2,31,24,3,10,,
2011,A4,noharvest,subhygric mature,54,I200,2,0.85,923,U,3,18.2,0,5,5,,
2011,A4,noharvest,subhygric mature,54,I200,3,0.9,924,Hw,2,40.2,0,0,10,31.7,
2011,A4,noharvest,subhygric mature,54,I200,3,2.5,925,Hw,2,35,21,2,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,2.95,926,Hw,2,12.6,28,1,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,3.75,927,U,2.5,29.7,35,6,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,4.1,928,U,2.5,46.7,0,4,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,4.7,929,U,2.5,43.5,5,5,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,4.7,930,U,3,26.8,0,5,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,5.7,931,U,2,8.6,59,25,2,,
2011,A4,noharvest,subhygric mature,54,I200,3,8.7,932,U,2,28.8,41,5,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,9.6,933,U,2,17.6,13,10,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,9.7,934,U,3,11.4,0,3,2,2.1,
2011,A4,noharvest,subhygric mature,54,I200,3,10.5,935,U,2,11,23,7,5,,
2011,A4,noharvest,subhygric mature,54,I200,3,13.05,936,U,3,16.7,0,2,2,,
2011,A4,noharvest,subhygric mature,54,I200,3,13.25,937,Hw,2,34.9,0,3,10,,
2011,A4,noharvest,subhygric mature,54,I200,3,13.8,938,U,4,15,0,1,2,,
2011,A4,noharvest,subhygric mature,54,I200,3,19.6,939,U,3.5,17.5,0,8,2,,
2011,A4,noharvest,subhygric mature,54,I200,3,22.25,940,Hw,2,26.6,26,5,10,,
2011,A4,noharvest,subhygric mature,55,H400,1,1.9,551,Ep,3,17.4,4,15,1,,
2011,A4,noharvest,subhygric mature,55,H400,1,2.05,552,U,3,16.5,31,2,5,,
2011,A4,noharvest,subhygric mature,55,H400,1,2.9,553,Ep,3,17.2,9,9,2,,
2011,A4,noharvest,subhygric mature,55,H400,1,3.7,554,U,4,18.5,0,15,1,,
2011,A4,noharvest,subhygric mature,55,H400,1,4.15,555,U,3.5,21.5,0,1,2,,
2011,A4,noharvest,subhygric mature,55,H400,1,4.93,556,U,3,20.2,16,5,5,,
2011,A4,noharvest,subhygric mature,55,H400,1,6.4,557,U,2.5,6.4,10,6,5,,"piece diameter too small, may have been recorded incorrectly or actually have been slightly smaller than 7 cm in diameter"
2011,A4,noharvest,subhygric mature,55,H400,1,7.18,558,U,4,18,0,0,1,,
2011,A4,noharvest,subhygric mature,55,H400,1,9.53,559,Hw,2,23.2,11,1,10,,
