Plot_ID,PlotNum,PrismBands,FixedRad,SPP,DBH,HT,TC,CC,DT,OD
B5,19,.,5.64,CW,3.6,.,2,4,N,A
B5,19,.,5.64,HW,6.5,.,2,3,N,A
B5,19,.,5.64,CW,8.6,.,2,3,N,A
B5,19,.,5.64,CW,3.0,.,2,4,N,A
B5,20,6,.,PL,26.6,.,1,1,N,A
B5,20,6,.,HW,34.8,25.4,1,1,N,A
B5,20,6,.,HW,34.7,.,1,1,N,A
B5,20,6,.,HW,27.5,.,2,1,N,A
B5,20,6,.,HW,23.4,.,2,2,N,A
B5,20,6,.,HW,27.2,.,2,2,N,A
B5,20,6,.,HW,32.3,.,2,1,N,A
B5,20,6,.,PL,42.3,.,2,1,N,A
B5,20,6,.,HW,23.9,19.2,2,2,N,A
B5,20,.,5.64,CW,4.8,.,2,4,N,A
B5,20,.,5.64,CW,9.9,8.7,2,3,N,A
B5,20,.,5.64,CW,1.0,.,2,4,N,A
B5,20,.,5.64,CW,8.6,.,2,3,N,A
B5,20,.,5.64,CW,0.8,.,2,4,N,A
B5,20,.,5.64,CW,3.2,.,2,4,N,A
B5,20,.,5.64,CW,1.3,.,1,4,N,A
B5,20,.,5.64,CW,2.8,.,2,4,N,A
B5,20,.,5.64,CW,1.2,.,2,4,N,A
B5,20,.,5.64,CW,0.6,.,2,4,N,A
B5,20,.,5.64,CW,5.0,.,2,3,N,A
B5,20,.,5.64,CW,4.5,.,1,3,N,A
B5,20,.,5.64,CW,9.5,.,2,3,N,A
B5,20,.,5.64,CW,7.4,.,2,3,N,A
B5,20,.,5.64,CW,4.3,.,2,3,N,A
B5,20,.,5.64,HW,5.8,.,2,3,N,A
B5,20,.,5.64,CW,2.2,.,2,4,N,A
B5,20,.,5.64,CW,0.6,1.6,2,4,N,A
B5,20,.,5.64,CW,2.2,.,1,4,N,A
B5,20,.,5.64,CW,7.4,.,1,3,N,A
B5,20,.,5.64,CW,3.7,.,2,3,N,A
B5,20,.,5.64,CW,2.3,.,2,3,N,A
B5,20,.,5.64,CW,5.7,.,2,3,N,A
B5,20,.,5.64,HW,17.1,.,2,2,N,A
B5,20,.,5.64,CW,11.5,.,2,3,N,A
B5,20,.,5.64,CW,1.3,.,2,4,N,A
B5,20,.,5.64,CW,4.9,.,2,3,N,A
B5,20,.,5.64,CW,3.8,.,2,4,N,A
B5,20,.,5.64,CW,5.7,.,2,3,N,A
B5,20,.,5.64,CW,1.2,.,2,4,N,A
B5,21,6,.,HW,33.5,.,2,1,N,A
B5,21,6,.,HW,32.4,.,2,1,N,A
B5,21,6,.,HW,20.9,.,1,2,N,A
B5,21,6,.,HW,26.2,21.6,1,2,N,A
B5,21,6,.,HW,24.0,22.7,2,1,N,A
B5,21,6,.,HW,32.1,.,1,2,N,A
B5,21,6,.,HW,32.3,.,2,2,N,A
B5,21,6,.,HW,21.4,.,2,2,N,A
B5,21,6,.,HW,21.8,.,2,2,N,A
B5,21,6,.,HW,28.4,.,2,2,N,A
B5,21,6,.,HW,29.0,.,1,1,N,A
B5,21,.,5.64,CW,2.3,.,1,4,N,A
B5,21,.,5.64,CW,13.0,.,2,3,N,A
B5,21,.,5.64,CW,1.2,.,1,4,N,A
B5,21,.,5.64,HW,11.4,.,2,3,N,A
B5,21,.,5.64,CW,4.7,.,1,3,N,A
B5,21,.,5.64,CW,7.4,.,2,3,N,A
B5,21,.,5.64,CW,11.6,16.2,2,3,N,A
B5,21,.,5.64,CW,2.9,.,1,4,N,A
B5,21,.,5.64,CW,8.5,.,1,3,N,A
B5,21,.,5.64,HW,10.8,.,2,3,N,A
B5,21,.,5.64,CW,2.5,2.9,2,4,N,A
B5,21,.,5.64,CW,1.2,.,2,4,N,A
B5,21,.,5.64,CW,11.0,.,1,3,N,A
B5,22,6,.,HW,38.3,28.7,1,1,N,A
B5,22,6,.,HW,44.1,.,2,1,F,A
B5,22,6,.,AT,24.7,.,2,1,F,A
B5,22,6,.,HW,42.8,.,1,1,N,A
B5,22,6,.,HW,41.3,28.0,2,1,N,A
B5,22,6,.,HW,41.8,.,1,1,N,A
B5,22,.,5.64,CW,13.8,.,2,3,N,A
B5,22,.,5.64,CW,4.5,.,2,3,N,A
B5,22,.,5.64,CW,3.5,.,2,4,N,A
B5,22,.,5.64,BL,13.0,.,2,3,F,B
B5,22,.,5.64,HW,8.0,.,2,3,F,B
B5,22,.,5.64,CW,16.7,.,2,2,N,A
B5,22,.,5.64,CW,15.0,9.3,2,3,F,B
B5,22,.,5.64,CW,12.7,17.0,2,2,N,A
B5,23,6,.,CW,34.0,.,2,1,N,A
B5,23,6,.,HW,49.1,.,2,1,N,A
B5,23,6,.,CW,42.3,.,2,1,N,A
B5,23,6,.,CW,23.4,17.9,2,2,N,A
B5,23,6,.,HW,55.8,.,2,1,N,A
B5,23,6,.,AT,26.4,.,2,1,N,A
B5,23,6,.,AT,31.0,23.4,2,1,N,A
B5,23,.,5.64,CW,2.5,.,1,4,N,A
B5,23,.,5.64,HW,0.2,.,2,4,N,A
B5,23,.,5.64,HW,0.5,.,2,4,N,A
B5,23,.,5.64,HW,0.4,.,2,4,N,A
B5,23,.,5.64,HW,0.3,.,1,4,N,A
B5,23,.,5.64,CW,1.6,.,2,4,N,A
B5,23,.,5.64,BL,0.8,.,2,4,N,A
B5,23,.,5.64,CW,4.3,.,1,4,N,A
B5,23,.,5.64,HW,4.6,.,2,3,N,A
B5,23,.,5.64,HW,1.9,.,1,4,N,A
B5,23,.,5.64,HW,1.3,2.5,1,4,N,A
B5,23,.,5.64,HW,0.3,.,1,4,N,A
B5,23,.,5.64,HW,0.7,.,1,4,N,A
B5,23,.,5.64,HW,1.0,.,1,4,N,A
B5,23,.,5.64,HW,0.8,1.9,1,4,N,A
B5,23,.,5.64,CW,1.7,.,2,4,N,A
B5,23,.,5.64,CW,3.0,.,2,4,N,A
B5,23,.,5.64,HW,3.7,.,1,3,N,A
B5,23,.,5.64,CW,3.3,.,1,3,N,A
B5,23,.,5.64,CW,1.3,.,2,4,N,A
B5,23,.,5.64,CW,11.1,.,2,3,N,A
B5,23,.,5.64,CW,0.3,.,2,4,N,A
B5,23,.,5.64,CW,0.4,.,2,4,N,A
C1,1,7,.,HW,26.0,.,1,1,N,A
C1,1,7,.,HW,21.6,.,1,1,N,A
C1,1,7,.,AT,23.2,22.3,3,1,N,D
C1,1,7,.,HW,30.7,23.7,2,1,N,O
C1,1,7,.,HW,23.5,.,1,2,N,A
C1,1,.,5.64,SX,16.6,.,4,3,N,D
C1,1,.,5.64,HW,10.7,.,2,4,N,A
C1,1,.,5.64,CW,5.2,.,1,4,N,A
C1,1,.,5.64,HW,11.8,.,5,3,N,D
C1,1,.,5.64,CW,12.8,.,1,3,N,A
C1,1,.,5.64,HW,11.3,.,3,4,N,D
C1,1,.,5.64,HW,16.4,.,1,3,N,A
C1,1,.,5.64,HW,8.8,.,2,4,N,A
C1,1,.,5.64,HW,12.5,.,1,3,N,A
C1,1,.,5.64,HW,8.1,7.5,2,4,N,A
C1,1,.,5.64,HW,15.5,.,1,2,N,A
C1,1,.,5.64,HW,12.2,.,3,4,N,D
C1,1,.,5.64,HW,17.3,.,1,2,N,A
C1,1,.,5.64,SX,9.3,15.2,2,3,N,A
C1,1,.,5.64,HW,5.7,.,2,4,N,A
C1,1,.,5.64,HW,11.0,.,1,3,N,A
C1,1,.,5.64,HW,14.3,.,1,2,N,A
C1,1,.,5.64,HW,7.4,.,2,4,N,A
C1,1,.,5.64,HW,7.6,.,2,4,N,A
C1,1,.,5.64,HW,7.7,.,2,4,N,A
C1,1,.,5.64,HW,15.0,.,1,2,N,A
C1,1,.,5.64,HW,7.7,.,2,4,N,A
C1,1,.,5.64,HW,15.1,.,1,3,N,A
C1,1,.,5.64,HW,15.8,.,1,2,N,A
C1,1,.,5.64,HW,12.2,.,1,3,N,A
C1,1,.,5.64,HW,14.6,.,1,3,N,A
C1,1,.,5.64,HW,10.7,.,1,4,N,A
C1,2,7,.,HW,26.3,.,1,1,N,A
C1,2,7,.,HW,28.0,.,2,1,N,O
C1,2,7,.,HW,25.7,.,1,1,N,A
C1,2,7,.,HW,31.1,.,1,1,N,A
C1,2,7,.,HW,29.4,27.4,1,1,N,A
C1,2,7,.,HW,27.2,28.1,1,1,N,A
C1,2,.,5.64,HW,15.3,.,1,2,N,L
C1,2,.,5.64,HW,11.9,.,3,4,N,D
C1,2,.,5.64,HW,13.3,.,1,3,N,A
C1,2,.,5.64,HW,12.1,.,2,3,N,O
C1,2,.,5.64,HW,13.0,.,4,4,N,D
C1,2,.,5.64,HW,16.7,.,4,4,N,B
C1,2,.,5.64,HW,6.2,.,6,4,N,D
C1,2,.,5.64,CW,5.3,.,2,4,N,D
C1,2,.,5.64,HW,14.3,17.9,1,3,N,A
C1,2,.,5.64,HW,15.0,15.6,1,3,N,A
C1,2,.,5.64,HW,13.9,.,3,3,N,D
C1,3,7,.,HW,23.3,.,1,1,N,L
C1,3,7,.,SX,29.8,.,1,1,N,A
C1,3,7,.,HW,24.0,.,1,1,N,A
C1,3,7,.,CW,34.7,24.8,1,1,N,A
C1,3,7,.,CW,19.6,.,1,2,N,A
C1,3,7,.,HW,21.7,.,1,1,N,A
C1,3,7,.,HW,21.9,22.0,1,1,N,L
C1,3,.,5.64,HW,9.7,.,2,4,N,O
C1,3,.,5.64,HW,13.0,.,2,3,N,A
C1,3,.,5.64,CW,10.3,.,1,4,N,A
C1,3,.,5.64,HW,10.1,.,1,4,N,A
C1,3,.,5.64,HW,16.5,.,1,3,N,A
C1,3,.,5.64,HW,6.8,.,1,4,N,A
C1,3,.,5.64,HW,11.2,.,1,4,N,A
C1,3,.,5.64,HW,17.1,.,1,2,N,A
C1,3,.,5.64,HW,10.1,.,4,4,N,D
C1,3,.,5.64,HW,10.5,12.7,3,3,N,D
C1,3,.,5.64,HW,11.3,.,3,4,N,D
C1,3,.,5.64,HW,10.6,.,3,4,N,D
C1,3,.,5.64,HW,11.6,7.1,6,4,N,B
C1,4,7,.,HW,40.6,.,1,1,N,A
C1,4,7,.,SX,52.9,.,1,1,N,A
C1,4,7,.,HW,28.4,.,1,2,N,A
C1,4,7,.,HW,33.9,.,1,1,N,A
C1,4,7,.,HW,21.5,24.4,1,1,N,A
C1,4,7,.,HW,23.5,23.9,2,1,N,O
C1,4,7,.,HW,20.4,.,1,2,N,A
C1,4,7,.,HW,23.6,.,1,1,N,A
C1,4,7,.,BA,24.0,.,8,.,N,B
C1,4,7,.,HW,23.8,.,1,1,N,F
C1,4,7,.,HW,28.5,.,1,1,N,A
C1,4,.,5.64,CW,3.4,.,1,4,N,A
C1,4,.,5.64,CW,12.1,13.3,1,3,N,A
C1,4,.,5.64,CW,4.3,.,1,4,N,A
C1,4,.,5.64,CW,12.4,.,1,3,N,A
C1,4,.,5.64,CW,12.9,.,1,4,N,A
C1,4,.,5.64,HW,12.9,.,3,3,N,B
C1,4,.,5.64,HW,12.2,7.1,5,3,N,D
C1,4,.,5.64,HW,9.6,.,2,3,N,F
C1,4,.,5.64,HW,10.4,.,3,3,N,D
C1,4,.,5.64,CW,5.9,.,1,4,N,A
C1,4,.,5.64,CW,17.4,.,1,3,N,A
C1,5,7,.,HW,27.2,24.3,1,1,N,A
C1,5,7,.,HW,16.8,.,1,2,N,A
C1,5,7,.,HW,26.2,.,2,1,N,O
C1,5,7,.,HW,21.2,.,1,2,N,A
C1,5,7,.,HW,21.8,.,1,2,N,A
C1,5,7,.,PL,37.6,28.0,1,1,N,A
C1,5,.,5.64,HW,14.8,.,1,3,N,A
C1,5,.,5.64,HW,10.0,.,4,3,N,D
C1,5,.,5.64,CW,14.8,18.7,2,3,N,A
C1,5,.,5.64,HW,16.7,.,1,3,N,A
C1,5,.,5.64,HW,14.2,19.2,2,3,N,A
C1,5,.,5.64,HW,11.3,.,5,3,N,D
C1,5,.,5.64,HW,14.9,.,5,3,N,D
C1,5,.,5.64,HW,12.5,.,2,3,N,A
C1,5,.,5.64,HW,15.1,.,1,2,N,A
C1,5,.,5.64,AT,17.4,.,6,3,N,D
C1,5,.,5.64,HW,9.2,.,2,3,N,A
C1,5,.,5.64,HW,16.6,.,2,2,N,A
C1,5,.,5.64,HW,12.3,.,2,3,N,A
C1,5,.,5.64,HW,13.6,.,2,3,N,A
C1,5,.,5.64,HW,14.2,.,2,3,N,A
C1,5,.,5.64,HW,10.9,.,2,4,N,A
C1,6,7,.,SX,39.0,31.0,1,1,N,A
C1,6,7,.,HW,23.1,.,1,2,N,A
C1,6,7,.,SX,37.8,29.4,1,1,N,A
C1,6,7,.,HW,20.8,.,2,1,N,A
C1,6,7,.,HW,22.0,.,1,1,N,A
C1,6,7,.,HW,19.1,.,1,1,N,A
C1,6,7,.,HW,23.9,.,2,1,N,A
C1,6,7,.,HW,23.5,.,1,1,N,A
C1,6,.,5.64,CW,4.5,.,1,4,N,A
C1,6,.,5.64,HW,15.2,21.6,1,2,N,A
C1,6,.,5.64,HW,13.9,.,1,3,N,A
C1,6,.,5.64,CW,3.2,.,1,4,N,A
C1,6,.,5.64,HW,15.6,.,1,3,N,A
C1,6,.,5.64,HW,15.1,19.7,1,3,N,A
C1,6,.,5.64,HW,17.0,.,1,3,N,A
C1,6,.,5.64,HW,11.6,.,1,3,N,A
C1,6,.,5.64,HW,17.0,.,2,2,N,A
C1,6,.,5.64,HW,10.2,.,1,3,N,A
C1,6,.,5.64,HW,10.0,.,3,4,N,A
C1,6,.,5.64,CW,4.7,.,1,4,N,A
C1,7,7,.,HW,26.8,.,1,1,N,A
C1,7,7,.,HW,26.7,.,2,1,N,A
C1,7,7,.,HW,25.8,24.4,2,1,N,A
C1,7,7,.,HW,29.3,.,2,1,N,A
C1,7,7,.,AC,30.1,.,1,1,N,A
C1,7,7,.,HW,19.7,.,1,2,N,A
C1,7,7,.,HW,23.0,17.8,5,2,N,A
C1,7,.,5.64,HW,14.4,.,2,3,N,A
C1,7,.,5.64,HW,11.0,.,5,.,N,A
C1,7,.,5.64,HW,16.4,.,1,3,N,A
C1,7,.,5.64,HW,9.3,.,2,3,N,A
C1,7,.,5.64,HW,15.9,.,2,2,N,A
C1,7,.,5.64,HW,13.4,.,1,2,N,A
C1,7,.,5.64,HW,8.9,9.8,1,3,N,A
C1,7,.,5.64,CW,2.8,.,1,4,N,A
C1,7,.,5.64,HW,11.6,.,1,3,N,A
C1,7,.,5.64,HW,11.5,.,1,3,N,A
C1,7,.,5.64,HW,10.9,12.9,1,3,N,A
C1,7,.,5.64,HW,13.9,.,2,2,N,A
C1,7,.,5.64,HW,16.2,.,2,2,N,A
C1,7,.,5.64,HW,16.3,.,1,2,N,A
C1,8,7,.,CW,40.0,.,1,1,N,A
C1,8,7,.,BA,51.7,36.5,1,1,N,A
C1,8,7,.,BA,38.4,.,1,1,N,A
C1,8,7,.,AT,32.5,29.1,2,1,N,A
C1,8,7,.,HW,23.3,.,1,2,N,A
C1,8,7,.,HW,32.7,.,1,1,N,A
C1,8,7,.,HW,29.4,.,1,1,N,A
C1,8,.,5.64,HW,15.6,.,1,3,N,A
C1,8,.,5.64,BA,16.2,12.1,5,3,N,A
C1,8,.,5.64,HW,10.9,.,4,3,N,A
C1,8,.,5.64,CW,12.2,.,1,3,N,A
C1,8,.,5.64,HW,16.8,14.1,1,3,N,A
C1,8,.,5.64,CW,9.7,.,2,4,N,A
C1,9,7,.,HW,25.1,.,1,1,N,A
C1,9,7,.,HW,20.2,.,1,1,N,A
C1,9,7,.,HW,25.2,.,1,1,N,A
C1,9,7,.,HW,25.8,.,1,1,N,A
C1,9,7,.,PL,32.3,32.3,2,1,N,A
C1,9,7,.,HW,27.4,24.3,2,1,N,A
C1,9,7,.,HW,21.8,.,1,2,N,A
C1,9,7,.,HW,21.3,.,1,2,N,A
C1,9,7,.,PL,41.9,.,2,1,N,A
C1,9,7,.,HW,19.7,.,2,2,N,A
C1,9,.,5.64,EP,12.2,.,1,2,N,A
C1,9,.,5.64,HW,13.5,.,1,3,N,A
C1,9,.,5.64,HW,14.0,.,2,3,N,A
C1,9,.,5.64,HW,14.6,7.4,4,3,N,A
C1,9,.,5.64,CW,6.9,6.2,1,4,N,A
C1,9,.,5.64,HW,14.5,.,5,3,N,A
C1,9,.,5.64,CW,5.1,.,1,4,N,A
C1,9,.,5.64,CW,5.9,.,1,4,N,A
C1,9,.,5.64,CW,5.8,.,2,4,N,A
C1,9,.,5.64,HW,17.3,.,1,2,N,A
C1,9,.,5.64,HW,12.1,.,4,3,N,A
C1,9,.,5.64,HW,12.0,.,3,4,N,A
C1,9,.,5.64,HW,9.5,.,3,4,N,A
C1,9,.,5.64,HW,14.5,.,2,3,N,A
C1,9,.,5.64,HW,10.0,.,3,4,N,A
C1,9,.,5.64,HW,10.6,.,2,4,N,A
C1,10,7,.,CW,29.5,24.0,1,1,N,A
C1,10,7,.,HW,25.6,26.3,2,1,N,A
C1,10,7,.,HW,26.3,.,1,1,N,A
C1,10,7,.,HW,31.0,.,1,1,N,A
C1,10,7,.,SX,32.7,.,1,1,N,A
C1,10,7,.,HW,18.0,.,2,2,N,A
C1,10,.,5.64,CW,4.2,.,2,4,N,A
C1,10,.,5.64,HW,14.9,.,4,3,N,A
C1,10,.,5.64,HW,10.0,.,2,3,N,A
C1,10,.,5.64,HW,14.1,13.8,2,3,N,A
C1,10,.,5.64,HW,10.7,7.2,2,3,N,A
C1,10,.,5.64,HW,15.2,.,3,2,N,A
C1,10,.,5.64,CW,8.1,.,2,4,N,A
C1,10,.,5.64,HW,10.1,.,2,3,N,A
C1,10,.,5.64,CW,4.0,.,2,4,N,A
C1,10,.,5.64,HW,12.8,.,2,3,N,A
C1,10,.,5.64,HW,15.9,.,2,3,N,A
C1,11,7,.,HW,32.9,.,1,1,N,F
C1,11,7,.,SX,57.1,39.6,1,1,N,A
C1,11,7,.,HW,26.1,.,1,1,N,O
C1,11,7,.,HW,26.5,.,1,1,N,A
C1,11,7,.,HW,30.8,.,1,1,N,A
C1,11,7,.,HW,18.3,.,1,1,N,A
C1,11,7,.,CW,27.1,.,1,1,N,A
C1,11,7,.,EP,30.5,25.5,2,1,N,O
C1,11,.,5.64,CW,14.3,13.5,2,3,N,A
C1,11,.,5.64,HW,11.6,.,4,3,N,A
C1,11,.,5.64,CW,4.3,.,2,4,N,O
C1,11,.,5.64,HW,11.3,.,4,3,N,A
C1,11,.,5.64,HW,14.0,18.8,4,3,N,O
C1,11,.,5.64,CW,6.9,.,1,4,N,L
C1,11,.,5.64,HW,15.7,.,3,3,N,A
C1,11,.,5.64,HW,13.8,.,3,3,N,A
C1,12,7,.,SX,43.5,32.2,1,1,N,F
C1,12,7,.,SX,58.0,44.8,1,1,N,A
C1,12,7,.,AC,48.8,.,1,1,N,A
C1,12,7,.,HW,39.7,.,2,1,N,O
C1,12,7,.,HW,36.0,.,2,1,N,O
C1,12,7,.,HW,26.5,.,2,2,N,O
C1,12,7,.,HW,30.2,.,1,2,N,L
C1,12,7,.,HW,34.5,.,2,2,N,F
C1,12,7,.,HW,43.0,.,1,1,N,A
C1,12,.,5.64,.,.,.,.,.,N,A
C1,13,7,.,HW,33.4,.,1,1,N,A
C1,13,7,.,SX,54.1,.,1,1,N,A
C1,13,7,.,CW,20.2,20.2,1,2,N,A
C1,13,7,.,CW,52.7,.,1,1,N,A
C1,13,7,.,SX,52.2,40.0,1,1,N,A
C1,13,7,.,AC,62.0,.,1,1,N,A
C1,13,7,.,HW,26.3,.,1,1,N,A
C1,13,7,.,HW,32.0,.,2,1,N,F
C1,13,7,.,SX,43.8,.,1,1,N,A
C1,13,.,5.64,HW,14.3,15.4,4,3,N,D
C1,14,7,.,HW,20.2,.,3,3,N,B
C1,14,7,.,CW,31.3,.,1,1,N,A
C1,14,7,.,HW,23.2,.,1,1,N,A
C1,14,7,.,HW,32.3,33.3,1,1,N,A
C1,14,7,.,HW,42.0,33.7,1,1,N,A
C1,14,7,.,SX,39.9,.,2,1,N,A
C1,14,7,.,CW,48.0,.,1,1,N,A
C1,14,7,.,CW,32.9,.,1,1,N,A
C1,14,7,.,CW,18.9,.,1,1,N,A
C1,14,7,.,CW,55.9,.,1,1,N,A
C1,14,.,5.64,HW,16.5,.,1,2,N,A
C1,14,.,5.64,HW,13.9,18.0,4,2,N,D
C1,14,.,5.64,HW,13.9,.,1,3,N,A
C1,14,.,5.64,HW,16.7,.,1,3,N,A
C1,14,.,5.64,CW,11.7,9.1,1,3,N,A
C1,15,7,.,HW,43.0,.,1,1,N,A
C1,15,7,.,HW,28.0,27.1,1,1,N,A
C1,15,7,.,SX,48.0,.,1,1,N,A
C1,15,7,.,CW,23.4,17.7,1,2,N,A
C1,15,7,.,CW,27.3,.,1,2,N,A
C1,15,7,.,SX,28.9,.,2,1,N,A
C1,15,7,.,HW,34.4,.,1,1,N,A
C1,15,7,.,CW,28.5,.,1,1,N,A
C1,15,7,.,SX,45.3,.,1,1,N,A
C1,15,7,.,SX,26.0,.,2,1,N,A
C1,15,7,.,CW,34.5,.,2,1,N,A
C1,15,.,5.64,CW,6.1,.,1,3,N,A
C1,15,.,5.64,CW,4.7,.,2,4,N,A
C1,15,.,5.64,HW,14.1,.,2,3,N,A
C1,15,.,5.64,HW,10.5,.,2,3,N,A
C1,15,.,5.64,HW,13.7,.,2,3,N,A
C1,15,.,5.64,HW,10.3,.,2,3,N,A
C1,15,.,5.64,CW,5.7,.,2,3,N,A
C1,15,.,5.64,HW,14.8,.,3,3,N,A
C1,15,.,5.64,HW,14.0,14.9,2,3,N,A
C1,15,.,5.64,HW,14.5,16.8,2,3,N,A
C1,15,.,5.64,CW,6.9,.,2,4,N,A
C1,15,.,5.64,CW,5.7,.,2,4,N,A
C1,15,.,5.64,CW,7.4,.,2,4,N,A
C1,15,.,5.64,HW,10.8,.,2,3,N,A
C1,15,.,5.64,HW,11.6,.,2,3,N,A
C1,15,.,5.64,CW,13.5,.,1,3,N,A
C1,15,.,5.64,CW,9.3,.,2,4,N,A
C1,16,7,.,CW,103.2,.,2,1,N,F
C1,16,7,.,AC,80.0,39.4,1,1,N,A
C1,16,7,.,AC,81.0,.,1,1,N,A
C1,16,7,.,CW,20.5,.,1,2,N,A
C1,16,7,.,CW,50.5,.,1,1,N,A
C1,16,7,.,CW,75.3,37.0,2,1,N,F
C1,16,7,.,AC,90.5,.,1,1,N,A
C1,16,7,.,CW,43.8,.,1,1,N,A
C1,16,7,.,CW,43.1,.,1,1,N,A
C1,16,7,.,AC,49.2,.,2,1,N,F
C1,16,7,.,AC,46.0,.,2,1,N,F
C1,16,7,.,CW,35.5,.,1,2,N,A
C1,16,7,.,AC,50.2,.,2,1,N,D
C1,16,.,5.64,HW,0.8,.,1,4,N,A
C1,16,.,5.64,CW,7.2,.,2,4,N,D
C1,16,.,5.64,CW,10.0,.,4,4,N,D
C1,16,.,5.64,CW,15.7,.,2,3,N,D
C1,16,.,5.64,CW,10.4,9.1,1,3,N,A
C1,16,.,5.64,HW,14.0,7.0,1,3,N,A
C1,16,.,5.64,HW,2.8,.,1,4,N,A
C1,16,.,5.64,HW,1.6,.,1,4,N,A
C1,16,.,5.64,HW,2.6,.,1,4,N,A
C1,17,7,.,AC,109.2,.,2,1,N,F
C1,17,7,.,HW,55.8,.,5,2,N,D
C1,17,7,.,HW,25.8,.,2,1,N,F
C1,17,7,.,SX,39.9,33.0,1,1,N,A
C1,17,7,.,EP,31.2,.,2,1,N,O
C1,17,7,.,EP,29.7,.,2,1,N,A
C1,17,7,.,HW,18.7,.,1,2,N,A
C1,17,7,.,CW,94.6,.,2,1,N,B
C1,17,7,.,CW,42.9,29.3,1,1,N,A
C1,17,7,.,CW,101.0,.,2,1,N,A
C1,17,7,.,CW,124.1,.,2,1,N,F
C1,17,7,.,AC,50.0,.,1,1,N,A
C1,17,.,5.64,HW,15.1,.,1,3,N,A
C1,17,.,5.64,HW,15.0,12.9,4,3,N,D
C1,17,.,5.64,HW,12.0,12.0,1,3,N,A
C1,17,.,5.64,HW,12.0,.,1,3,N,A
C1,17,.,5.64,HW,14.7,.,1,2,N,A
C1,17,.,5.64,HW,16.0,.,1,2,N,A
C1,17,.,5.64,HW,11.7,.,4,3,N,D
C1,17,.,5.64,HW,13.3,.,4,3,N,D
C1,18,7,.,CW,122.7,.,2,1,N,F
C1,18,7,.,CW,111.0,37.2,2,1,N,F
C1,18,7,.,CW,48.7,.,1,1,N,F
C1,18,7,.,CW,64.6,.,1,1,N,A
C1,18,7,.,CW,57.1,.,1,1,N,A
C1,18,7,.,CW,42.0,.,1,1,N,A
C1,18,7,.,CW,37.5,.,1,1,N,A
C1,18,7,.,CW,51.0,.,2,1,N,F
C1,18,7,.,CW,39.6,.,2,1,N,F
C1,18,7,.,CW,40.9,.,1,1,N,A
C1,18,7,.,CW,70.0,.,1,1,N,A
C1,18,7,.,CW,28.1,14.5,1,2,N,F
C1,18,7,.,CW,77.7,.,1,1,N,F
C1,18,.,5.64,HW,1.9,.,1,4,N,A
C1,18,.,5.64,HW,0.7,.,1,4,N,A
C1,18,.,5.64,CW,9.2,.,1,3,N,S
C1,18,.,5.64,CW,5.1,4.6,2,4,N,B
C1,18,.,5.64,CW,8.7,7.5,1,4,N,A
C1,18,.,5.64,CW,1.7,.,1,4,N,F
C1,18,.,5.64,CW,8.0,.,1,3,N,S
C1,18,.,5.64,CW,2.0,.,1,4,N,S
C1,18,.,5.64,CW,9.2,.,1,3,N,F
C1,19,7,.,CW,32.8,.,1,2,N,S
C1,19,7,.,CW,46.5,29.1,1,1,N,A
C1,19,7,.,HW,37.6,.,1,1,N,A
C1,19,7,.,CW,91.0,.,1,1,N,A
C1,19,7,.,CW,39.6,25.5,1,1,N,A
C1,19,7,.,CW,29.5,.,1,1,N,A
C1,19,7,.,CW,18.3,.,1,3,N,A
C1,19,.,5.64,CW,2.6,.,1,4,N,L
C1,19,.,5.64,HW,0.7,1.6,1,4,N,A
C1,19,.,5.64,HW,0.7,2.0,1,4,N,F
C1,19,.,5.64,HW,0.5,.,1,4,N,F
C1,20,7,.,HW,26.7,.,1,1,N,A
C1,20,7,.,CW,25.4,21.5,1,1,N,A
C1,20,7,.,SX,18.0,.,3,2,N,A
C1,20,7,.,SX,22.1,.,5,1,N,B
C1,20,7,.,HW,19.9,9.5,6,1,N,B
C1,20,.,5.64,CW,11.6,.,1,3,N,A
C1,20,.,5.64,HW,9.9,.,2,3,N,A
C1,20,.,5.64,CW,6.2,5.6,2,3,N,A
C1,20,.,5.64,CW,8.9,.,1,3,N,A
C1,20,.,5.64,HW,15.0,.,1,2,N,A
C1,20,.,5.64,CW,6.3,.,2,4,N,A
C1,20,.,5.64,HW,10.5,.,6,3,N,A
C1,20,.,5.64,HW,10.2,.,1,3,N,A
C1,20,.,5.64,HW,10.6,13.5,4,3,N,A
C1,20,.,5.64,HW,11.8,.,1,3,N,A
C1,20,.,5.64,HW,11.1,.,6,3,N,A
C1,20,.,5.64,HW,10.6,.,5,3,N,A
C1,20,.,5.64,HW,17.2,.,1,3,N,A
C1,21,7,.,PL,28.5,32.3,1,1,N,A
C1,21,7,.,PL,25.8,.,1,1,N,A
C1,21,7,.,PL,32.3,30.0,1,1,N,A
C1,21,7,.,HW,27.5,.,1,1,N,A
C1,21,7,.,CW,27.9,.,1,2,N,A
C1,21,7,.,PL,35.5,.,1,1,N,A
C1,21,7,.,PL,27.6,.,2,1,N,A
C1,21,7,.,PL,23.2,.,2,1,N,A
C1,21,7,.,HW,35.1,.,2,1,N,D
C1,21,7,.,PL,25.6,.,2,1,N,A
C1,21,7,.,PL,33.0,.,1,1,N,A
C1,21,7,.,HW,28.0,.,1,1,N,A
C1,21,.,5.64,HW,8.3,.,2,3,N,A
